* DMS Fastgraph population variation export
* Rig: B&K 5128
* Dataset: ARI + AXD/SONICOM + SoundSphere2
* Measurement Type: blocked-ear-canal in-ear HRTF SOFA data
* Population Units: 749 listeners, one bilateral diffuse-field curve per listener
* Database Counts: ARI=263; AXD/SONICOM=408; SoundSphere2=78
* Weighting: equal listener weighting; all available directions and both receivers averaged per listener
* EQ Applied: No
* Channel Side: bilateral
* Export Type: Variation Band
* Export Date: 2026-07-29 14:48:15
* Compensated: Yes
* HRTF Files: 5128 canal approximation.txt; 5128 DF.txt
* Canal Correction: above 1 kHz, blocked-canal response + 5128 canal transfer function; below 1 kHz, smoothly transitioned to aligned 5128 DF line; 16-20 kHz high-frequency slope blended toward aligned 5128 DF
* Listener Normalization: 0 dB at 1 kHz before canal correction
* Variation Sweeps: 749 listener curves
* Smoothing: 1/48 octave
* Percentiles: p10/p25/median/p75/p90 across listeners
* Normalization: Fastgraph 1 kHz normalization above transition; DF line aligned to the 1 kHz median
* Points: log-spaced
*
* Low-Frequency Reference: 5128 DF.txt
* DF Transition: smooth log-frequency blend; original VAR at 1 kHz, single DF line at 500 Hz and below
* DF Alignment: DF curve offset to match the original population median at 1 kHz
* High-Frequency Treatment: smooth 16-17 kHz handoff, then 5128 DF slope through 20 kHz
* High-Frequency Alignment: DF curve aligned to the measured median at 16 kHz; 16 kHz percentile offsets held through 20 kHz
* Frequency(Hz)	P10(dB)	P25(dB)	Median(dB)	P75(dB)	P90(dB)
1230.3278	2.332961	2.645073	2.914413	3.146906	3.340452
1237.4365	2.343291	2.668121	2.953293	3.192067	3.387048
1244.5862	2.364008	2.683241	2.992100	3.234176	3.438804
1251.7773	2.378233	2.706819	3.027893	3.279591	3.497371
1259.0099	2.379667	2.732628	3.063927	3.314048	3.554943
1266.2844	2.390908	2.763890	3.095489	3.353635	3.599347
1273.6008	2.413152	2.779123	3.119340	3.391050	3.645340
1280.9596	2.418582	2.807191	3.146921	3.429911	3.698325
1288.3608	2.433393	2.837287	3.184457	3.465984	3.738752
1295.8048	2.444520	2.858867	3.211459	3.502031	3.772632
1303.2918	2.470611	2.887894	3.240899	3.531064	3.811938
1310.8221	2.480260	2.911844	3.271786	3.561401	3.838742
1318.3959	2.522313	2.937929	3.304102	3.594788	3.868722
1326.0134	2.572961	2.964543	3.340786	3.624368	3.896877
1333.6750	2.612823	2.997977	3.380300	3.666736	3.924752
1341.3808	2.648623	3.028688	3.411215	3.705651	3.954696
1349.1312	2.676646	3.060653	3.446709	3.745386	3.996544
1356.9263	2.712971	3.094043	3.491799	3.782699	4.038612
1364.7665	2.757925	3.129432	3.534175	3.825957	4.087256
1372.6520	2.810779	3.170031	3.588453	3.878908	4.136742
1380.5830	2.854942	3.212024	3.645415	3.941483	4.198331
1388.5599	2.906793	3.251856	3.702774	4.010154	4.263707
1396.5828	2.954318	3.300125	3.762170	4.074228	4.343493
1404.6521	2.991230	3.353685	3.820045	4.141584	4.411935
1412.7680	3.030695	3.409605	3.877383	4.202924	4.475051
1420.9309	3.065366	3.459342	3.937708	4.265602	4.563037
1429.1409	3.096056	3.500052	4.008329	4.335523	4.653680
1437.3983	3.136187	3.555455	4.060576	4.428728	4.758432
1445.7034	3.158036	3.592845	4.134565	4.500516	4.854177
1454.0565	3.193749	3.629041	4.186128	4.587269	4.934190
1462.4579	3.226908	3.665076	4.244518	4.675369	5.050077
1470.9078	3.264932	3.697532	4.298555	4.758851	5.157558
1479.4066	3.286877	3.747685	4.347064	4.843964	5.249160
1487.9544	3.327777	3.783868	4.437155	4.922346	5.360784
1496.5517	3.338022	3.840251	4.495576	5.012708	5.443226
1505.1986	3.375425	3.871886	4.535342	5.090202	5.524246
1513.8955	3.406633	3.910583	4.575518	5.165096	5.603409
1522.6426	3.446263	3.948914	4.633241	5.241850	5.696462
1531.4402	3.487458	3.974258	4.686394	5.325023	5.769830
1540.2887	3.535179	4.020885	4.746908	5.388645	5.835125
1549.1884	3.570878	4.073322	4.782478	5.456733	5.905942
1558.1394	3.614559	4.127402	4.833408	5.507134	5.960507
1567.1422	3.670590	4.179162	4.886612	5.554355	6.008462
1576.1969	3.744348	4.218800	4.940081	5.580203	6.052873
1585.3040	3.811360	4.280776	4.994997	5.634560	6.095837
1594.4637	3.880263	4.344655	5.052486	5.665981	6.122865
1603.6764	3.955612	4.415071	5.103573	5.679600	6.137118
1612.9423	4.011664	4.492103	5.160779	5.719326	6.164474
1622.2617	4.092223	4.569468	5.221092	5.763799	6.198379
1631.6349	4.166971	4.651082	5.271389	5.830358	6.230182
1641.0623	4.261863	4.733765	5.346096	5.877424	6.259656
1650.5442	4.344663	4.804069	5.401937	5.914781	6.291491
1660.0809	4.430782	4.873565	5.432957	5.942254	6.314733
1669.6726	4.514517	4.954303	5.480766	5.976115	6.358319
1679.3198	4.600110	5.023630	5.541524	6.012358	6.415504
1689.0228	4.687061	5.107044	5.593378	6.043440	6.459242
1698.7817	4.755709	5.168518	5.635242	6.095935	6.516181
1708.5971	4.831703	5.237527	5.694122	6.145123	6.564643
1718.4692	4.883367	5.308092	5.749463	6.210108	6.630423
1728.3983	4.950086	5.368927	5.811914	6.283741	6.700232
1738.3848	5.018614	5.436287	5.892064	6.357614	6.767847
1748.4290	5.106072	5.505983	5.970310	6.437677	6.846489
1758.5313	5.160764	5.579492	6.048250	6.526402	6.945006
1768.6919	5.206424	5.641647	6.124005	6.605947	7.022297
1778.9112	5.264968	5.691958	6.184969	6.696724	7.123177
1789.1895	5.315265	5.738383	6.254911	6.764070	7.232474
1799.5273	5.365980	5.805346	6.357725	6.876261	7.355692
1809.9248	5.444792	5.868588	6.445409	6.990298	7.481008
1820.3823	5.515417	5.935885	6.537574	7.124155	7.599102
1830.9003	5.584142	6.011128	6.627316	7.261094	7.722594
1841.4790	5.659195	6.093214	6.709011	7.403361	7.857263
1852.1189	5.750112	6.172535	6.818006	7.536210	8.021680
1862.8202	5.842397	6.261288	6.939110	7.673234	8.163622
1873.5834	5.927129	6.350571	7.046813	7.807334	8.309444
1884.4088	6.042815	6.459171	7.152981	7.960287	8.466963
1895.2967	6.133455	6.560407	7.259369	8.094702	8.624771
1906.2475	6.242918	6.656589	7.382691	8.217804	8.785905
1917.2616	6.345397	6.745628	7.472748	8.326666	8.926882
1928.3393	6.435275	6.825384	7.540441	8.420835	9.043304
1939.4811	6.504656	6.900808	7.612421	8.511738	9.121980
1950.6872	6.578419	6.994773	7.696475	8.611443	9.198573
1961.9580	6.677384	7.088072	7.770507	8.697879	9.291616
1973.2940	6.770100	7.188195	7.856725	8.798630	9.382599
1984.6955	6.869315	7.276943	7.957538	8.899876	9.458530
1996.1628	6.978467	7.395975	8.057670	8.997660	9.551421
2007.6965	7.092805	7.509222	8.161985	9.100542	9.659901
2019.2967	7.204863	7.617467	8.266609	9.203462	9.787339
2030.9640	7.314909	7.726658	8.373782	9.313416	9.891167
2042.6987	7.410652	7.836386	8.491785	9.415721	10.012396
2054.5012	7.505749	7.943373	8.599850	9.534462	10.143397
2066.3719	7.610284	8.052897	8.711737	9.645134	10.269457
2078.3111	7.724360	8.150463	8.818648	9.746250	10.363288
2090.3194	7.821945	8.237116	8.932218	9.858576	10.478948
2102.3970	7.923987	8.325782	9.041470	9.972455	10.585910
2114.5444	8.023619	8.442167	9.145359	10.083417	10.707225
2126.7621	8.130372	8.549502	9.267710	10.186300	10.816276
2139.0503	8.226005	8.647352	9.375881	10.275587	10.931922
2151.4095	8.318927	8.747322	9.481203	10.365026	11.057448
2163.8401	8.409124	8.840557	9.571127	10.456463	11.177780
2176.3425	8.496644	8.945700	9.669369	10.553530	11.284430
2188.9172	8.596604	9.053350	9.761598	10.648983	11.363112
2201.5645	8.681215	9.164124	9.854703	10.744737	11.458487
2214.2849	8.784337	9.269191	9.956432	10.829265	11.580216
2227.0788	8.897773	9.359025	10.054147	10.918174	11.691963
2239.9466	8.989150	9.473813	10.162257	11.014606	11.788463
2252.8888	9.085892	9.591238	10.275707	11.118871	11.910016
2265.9057	9.181650	9.708345	10.387402	11.240728	12.036371
2278.9979	9.291814	9.814377	10.497247	11.368452	12.150085
2292.1657	9.385699	9.921385	10.596928	11.490251	12.272795
2305.4096	9.485229	10.024700	10.692883	11.611900	12.393885
2318.7300	9.585673	10.100604	10.785361	11.734839	12.525992
2332.1274	9.671969	10.182240	10.889325	11.867236	12.642505
2345.6021	9.756351	10.263683	10.993974	12.003539	12.772248
2359.1548	9.842470	10.351538	11.081694	12.123444	12.890452
2372.7857	9.930041	10.432919	11.173908	12.241432	12.991991
2386.4954	9.996245	10.489969	11.261109	12.352052	13.118868
2400.2843	10.061788	10.555193	11.336296	12.440235	13.207939
2414.1529	10.097140	10.614128	11.404728	12.554417	13.308935
2428.1016	10.137209	10.671997	11.473612	12.653000	13.421263
2442.1309	10.195992	10.731560	11.549965	12.746072	13.517133
2456.2413	10.254303	10.796535	11.609939	12.823821	13.602145
2470.4332	10.307736	10.839360	11.670681	12.887148	13.685224
2484.7071	10.339157	10.885450	11.722210	12.963594	13.760428
2499.0635	10.377240	10.933687	11.776688	13.024135	13.823734
2513.5028	10.426891	10.992854	11.825070	13.080567	13.898365
2528.0255	10.474125	11.048556	11.867485	13.111219	13.964411
2542.6322	10.508469	11.086842	11.925642	13.143869	13.998876
2557.3232	10.557078	11.139715	11.983868	13.192617	14.053767
2572.0992	10.611282	11.194519	12.043123	13.254758	14.113977
2586.9605	10.652344	11.268422	12.103000	13.310870	14.183602
2601.9077	10.711436	11.319400	12.147113	13.358656	14.244361
2616.9412	10.754116	11.358344	12.175799	13.386120	14.296184
2632.0616	10.785151	11.381387	12.201744	13.410049	14.326121
2647.2694	10.802895	11.408528	12.226597	13.429508	14.360190
2662.5650	10.818462	11.434571	12.260780	13.440283	14.401019
2677.9490	10.830864	11.453048	12.291931	13.467558	14.436708
2693.4219	10.856005	11.478144	12.312670	13.497581	14.499618
2708.9842	10.873834	11.498164	12.335391	13.527917	14.553256
2724.6364	10.881556	11.531648	12.356710	13.563982	14.581561
2740.3791	10.881599	11.524448	12.381142	13.591796	14.590929
2756.2127	10.876038	11.544191	12.394414	13.605930	14.617117
2772.1378	10.863399	11.548314	12.403744	13.636729	14.638196
2788.1549	10.843353	11.563954	12.401420	13.656631	14.688528
2804.2646	10.830195	11.561128	12.419220	13.656999	14.718414
2820.4673	10.818015	11.560617	12.432574	13.678511	14.741558
2836.7637	10.806461	11.562989	12.435367	13.700479	14.769304
2853.1542	10.813040	11.568949	12.457689	13.718857	14.806759
2869.6394	10.825234	11.578998	12.473982	13.733594	14.804827
2886.2199	10.836023	11.570314	12.486959	13.776779	14.815552
2902.8961	10.847102	11.579187	12.491964	13.811403	14.839380
2919.6688	10.835637	11.589813	12.515788	13.828998	14.913578
2936.5383	10.839286	11.582076	12.527423	13.856004	14.940037
2953.5053	10.842072	11.581185	12.551635	13.886860	14.982077
2970.5703	10.843518	11.575205	12.570634	13.908238	15.026616
2987.7340	10.819626	11.570043	12.563957	13.922546	15.066522
3004.9968	10.795490	11.558904	12.560417	13.950089	15.089363
3022.3593	10.777289	11.539753	12.547908	13.945149	15.083350
3039.8222	10.754183	11.526486	12.544960	13.934189	15.072095
3057.3859	10.729902	11.488259	12.548056	13.885111	15.024764
3075.0512	10.672950	11.465827	12.526693	13.861634	14.990062
3092.8185	10.664481	11.422878	12.482094	13.786976	14.934733
3110.6885	10.606380	11.408183	12.438991	13.712549	14.915151
3128.6617	10.559890	11.382267	12.383170	13.648026	14.823768
3146.7387	10.508972	11.343412	12.319274	13.589141	14.772666
3164.9203	10.452785	11.267789	12.277637	13.505977	14.689082
3183.2068	10.406162	11.210103	12.251135	13.461756	14.635267
3201.5991	10.346287	11.175490	12.226118	13.424630	14.636779
3220.0975	10.294445	11.130466	12.198737	13.436467	14.669738
3238.7029	10.276594	11.120977	12.191186	13.441698	14.704450
3257.4158	10.223803	11.070542	12.174183	13.461183	14.716794
3276.2368	10.185951	11.017428	12.151171	13.509144	14.761886
3295.1665	10.155904	11.002560	12.129068	13.571819	14.855576
3314.2057	10.080825	10.925244	12.111777	13.529061	15.001482
3333.3548	9.994925	10.866424	12.051966	13.551523	15.048722
3352.6145	9.895052	10.797283	11.970396	13.520563	15.059410
3371.9856	9.818797	10.713541	11.883412	13.417344	15.007468
3391.4685	9.749069	10.611586	11.806245	13.358465	14.941069
3411.0641	9.678898	10.554830	11.729817	13.239645	14.806664
3430.7728	9.631572	10.488475	11.702559	13.151047	14.674489
3450.5955	9.577617	10.440420	11.631723	13.074596	14.569588
3470.5326	9.523887	10.411587	11.568189	12.904010	14.435793
3490.5850	9.472280	10.353950	11.496070	12.853520	14.249081
3510.7532	9.405991	10.292514	11.410241	12.761262	14.157950
3531.0380	9.342377	10.233891	11.351593	12.689267	14.100070
3551.4399	9.298720	10.182060	11.300713	12.645320	14.039986
3571.9598	9.266189	10.146956	11.289754	12.626164	14.033026
3592.5982	9.210590	10.115526	11.285348	12.619132	14.078868
3613.3558	9.139364	10.081758	11.258054	12.632997	14.158361
3634.2334	9.071768	10.031802	11.256588	12.636070	14.249945
3655.2316	9.057583	9.997744	11.203491	12.714703	14.252654
3676.3511	8.976814	9.948578	11.140210	12.733790	14.304535
3697.5927	8.895050	9.893906	11.118148	12.725731	14.341184
3718.9570	8.839915	9.835410	11.078832	12.682692	14.304989
3740.4447	8.779024	9.781974	11.010219	12.594802	14.217818
3762.0566	8.720042	9.688809	10.945439	12.488358	14.093345
3783.7934	8.652492	9.591122	10.859277	12.338686	13.898485
3805.6557	8.581842	9.490596	10.744653	12.198401	13.718187
3827.6444	8.502676	9.392935	10.634287	12.051056	13.596048
3849.7601	8.410948	9.324988	10.531665	11.886911	13.401572
3872.0036	8.333057	9.244998	10.416024	11.785321	13.277285
3894.3756	8.269467	9.167295	10.330999	11.685262	13.205876
3916.8769	8.216093	9.096015	10.226602	11.612878	13.148618
3939.5082	8.157767	9.026495	10.145288	11.552280	13.118152
3962.2702	8.100261	8.966401	10.083328	11.507907	13.086352
3985.1638	8.044564	8.906441	9.990917	11.499397	13.026914
4008.1896	7.996217	8.848605	9.930498	11.453276	12.981750
4031.3485	7.948713	8.801133	9.886823	11.431275	12.952868
4054.6412	7.912537	8.754916	9.828869	11.379471	12.904844
4078.0685	7.918662	8.730590	9.780426	11.333921	12.866728
4101.6311	7.895827	8.690831	9.724469	11.289460	12.819685
4125.3299	7.852707	8.639368	9.663862	11.239872	12.773159
4149.1656	7.826912	8.580652	9.599766	11.244832	12.738289
4173.1391	7.801619	8.520171	9.530750	11.212176	12.695517
4197.2510	7.788259	8.487510	9.456109	11.173071	12.700420
4221.5023	7.751641	8.425300	9.441336	11.171265	12.675588
4245.8936	7.698992	8.363273	9.373416	11.159094	12.627616
4270.4260	7.625221	8.289344	9.306387	11.128288	12.534104
4295.1000	7.549055	8.206180	9.208248	11.088384	12.480106
4319.9166	7.477189	8.167102	9.121942	10.972101	12.396285
4344.8767	7.416468	8.097145	9.033136	10.883763	12.308057
4369.9809	7.327043	8.038959	8.938383	10.768744	12.204074
4395.2302	7.260965	7.975044	8.845242	10.663239	12.147836
4420.6253	7.177942	7.918291	8.755776	10.619512	12.079700
4446.1672	7.083344	7.842568	8.690191	10.540087	11.977024
4471.8567	7.007684	7.775483	8.635315	10.484661	11.889166
4497.6946	6.933296	7.713704	8.558287	10.440011	11.794295
4523.6818	6.845102	7.651205	8.517182	10.414306	11.705664
4549.8191	6.768953	7.601850	8.441256	10.364507	11.596389
4576.1075	6.678233	7.522482	8.368614	10.302408	11.517217
4602.5477	6.615688	7.452549	8.321158	10.260956	11.397200
4629.1408	6.550713	7.382496	8.251907	10.188442	11.297983
4655.8874	6.478298	7.313929	8.182667	10.086033	11.245522
4682.7887	6.424371	7.227434	8.133076	10.020555	11.191670
4709.8453	6.367204	7.154225	8.074070	9.936902	11.122267
4737.0583	6.307994	7.079354	8.004794	9.916848	11.078892
4764.4285	6.248705	7.010806	7.951107	9.830238	11.051887
4791.9568	6.208002	6.927747	7.898758	9.784322	10.976757
4819.6443	6.141677	6.837588	7.838707	9.723665	10.933948
4847.4916	6.065354	6.768108	7.776512	9.645450	10.878370
4875.4999	5.985274	6.682748	7.701276	9.574279	10.802222
4903.6700	5.934883	6.609426	7.635813	9.505004	10.745933
4932.0029	5.854360	6.567374	7.557506	9.470268	10.709114
4960.4995	5.815725	6.528196	7.534255	9.451529	10.676663
4989.1607	5.745731	6.477141	7.487055	9.429634	10.697397
5017.9875	5.718209	6.432678	7.469640	9.432184	10.766892
5046.9809	5.685078	6.392282	7.450761	9.495717	10.785140
5076.1418	5.672857	6.364375	7.418499	9.532988	10.803382
5105.4712	5.637184	6.324054	7.402859	9.570888	10.832426
5134.9701	5.596734	6.305359	7.409474	9.544663	10.810405
5164.6394	5.587664	6.273918	7.373715	9.469435	10.800102
5194.4801	5.539657	6.247387	7.333982	9.453465	10.749109
5224.4933	5.499647	6.227225	7.296220	9.330709	10.715976
5254.6798	5.431002	6.193524	7.242191	9.271690	10.628698
5285.0408	5.397773	6.182430	7.221494	9.216908	10.578882
5315.5772	5.362011	6.147663	7.215971	9.163207	10.522400
5346.2900	5.320058	6.122607	7.201755	9.138474	10.501061
5377.1803	5.295997	6.105476	7.197412	9.147616	10.481708
5408.2491	5.275259	6.064040	7.183569	9.088096	10.474861
5439.4974	5.253903	6.042238	7.143206	9.111351	10.439076
5470.9262	5.205696	6.026176	7.129303	9.090308	10.395322
5502.5366	5.198599	6.002649	7.124536	9.078222	10.381310
5534.3297	5.161149	5.974181	7.110299	9.055475	10.370808
5566.3064	5.139973	5.946493	7.098936	9.038624	10.335600
5598.4679	5.121136	5.923641	7.067264	9.057001	10.330579
5630.8153	5.063778	5.897697	7.038700	8.977955	10.323929
5663.3495	4.998437	5.845162	6.986209	8.933907	10.319179
5696.0717	4.967343	5.789486	6.970862	8.944339	10.366901
5728.9830	4.916064	5.764999	6.963177	8.969174	10.414496
5762.0845	4.839383	5.730645	6.989602	8.990257	10.466834
5795.3772	4.804343	5.725134	7.013004	9.017498	10.504151
5828.8622	4.754421	5.680607	7.010803	9.043741	10.594567
5862.5408	4.723683	5.664694	6.994244	9.101785	10.644800
5896.4139	4.707097	5.643281	6.983959	9.129125	10.678919
5930.4827	4.679114	5.645165	6.981965	9.124393	10.671313
5964.7484	4.628668	5.639841	6.979126	9.065232	10.611617
5999.2121	4.586354	5.643037	6.957453	9.046456	10.602469
6033.8749	4.566923	5.651709	6.931039	8.987095	10.556346
6068.7380	4.516705	5.607874	6.911536	8.907143	10.481684
6103.8025	4.467613	5.556528	6.869632	8.883645	10.451081
6139.0696	4.387177	5.512125	6.871779	8.896700	10.494537
6174.5405	4.319605	5.494885	6.834296	8.884203	10.579033
6210.2163	4.265163	5.453981	6.835442	8.936092	10.585921
6246.0983	4.261117	5.423802	6.825158	8.955799	10.642380
6282.1875	4.238030	5.392894	6.803578	8.963580	10.660137
6318.4853	4.229895	5.379363	6.789794	8.943384	10.672616
6354.9929	4.163758	5.323999	6.773775	8.967108	10.630554
6391.7113	4.144161	5.252161	6.750114	8.896056	10.593878
6428.6419	4.090154	5.243151	6.752085	8.885087	10.596519
6465.7859	4.101449	5.221425	6.738925	8.949159	10.610542
6503.1445	4.053612	5.194990	6.722297	8.932296	10.595048
6540.7190	3.993605	5.187430	6.736577	8.937908	10.606474
6578.5106	3.919434	5.134832	6.723983	8.984018	10.609415
6616.5205	3.829617	5.080231	6.674273	8.941117	10.601961
6654.7500	3.728725	4.991181	6.617779	8.896065	10.583119
6693.2005	3.598351	4.894270	6.515789	8.854709	10.528211
6731.8730	3.571170	4.832773	6.423663	8.788131	10.436327
6770.7691	3.533857	4.774061	6.369296	8.720864	10.426092
6809.8899	3.478671	4.727155	6.394378	8.669601	10.394515
6849.2367	3.466497	4.708623	6.384647	8.594738	10.383442
6888.8108	3.393476	4.668048	6.373508	8.495951	10.405980
6928.6136	3.334932	4.576841	6.320754	8.435407	10.450554
6968.6464	3.244589	4.519349	6.265350	8.403649	10.451266
7008.9105	3.153205	4.439485	6.210427	8.345282	10.482194
7049.4072	3.062151	4.377180	6.150481	8.238330	10.428411
7090.1379	3.038269	4.293076	6.120827	8.218872	10.346916
7131.1040	2.932022	4.207258	6.058053	8.174240	10.281246
7172.3067	2.830315	4.154080	5.989193	8.049767	10.216661
7213.7475	2.707839	4.103234	5.923181	8.001057	10.162819
7255.4278	2.636657	4.072224	5.876935	7.934615	10.113900
7297.3489	2.571097	4.034687	5.848905	7.871881	10.050442
7339.5121	2.467109	3.946878	5.813751	7.787847	9.921029
7381.9190	2.376341	3.852129	5.767750	7.709756	9.824254
7424.5710	2.260069	3.791751	5.686342	7.694918	9.665976
7467.4693	2.214297	3.751116	5.581398	7.647262	9.500563
7510.6156	2.160458	3.712272	5.531634	7.582031	9.412169
7554.0111	2.035125	3.591554	5.474878	7.511347	9.364118
7597.6574	1.932212	3.473090	5.383039	7.424698	9.273359
7641.5558	1.863237	3.337837	5.295218	7.303736	9.230768
7685.7079	1.728712	3.258508	5.230009	7.178203	9.189742
7730.1151	1.574891	3.123764	5.168362	7.135378	9.146279
7774.7788	1.438781	3.054185	5.112359	6.992658	9.025140
7819.7007	1.317820	2.987512	5.056403	6.898065	8.908281
7864.8821	1.296627	2.895653	4.964743	6.783384	8.798217
7910.3245	1.097418	2.857490	4.869412	6.695128	8.649633
7956.0295	0.989175	2.763275	4.772130	6.588999	8.630904
8001.9986	0.817876	2.637092	4.691565	6.453012	8.538108
8048.2333	0.674067	2.596658	4.570289	6.404643	8.442130
8094.7351	0.523981	2.534833	4.463656	6.320904	8.282079
8141.5056	0.372086	2.397711	4.382981	6.227731	8.074652
8188.5463	0.310564	2.239914	4.274392	6.110273	7.955166
8235.8588	0.079399	2.133906	4.193741	6.050052	7.822944
8283.4447	-0.070911	2.076111	4.084047	5.944440	7.630429
8331.3056	-0.162314	1.969389	4.034639	5.876964	7.476764
8379.4430	-0.338563	1.893277	3.944271	5.820502	7.348880
8427.8585	-0.452022	1.718648	3.883306	5.741866	7.239600
8476.5537	-0.593946	1.595676	3.731257	5.669575	7.110270
8525.5304	-0.685484	1.479612	3.560071	5.565750	6.965647
8574.7899	-0.720173	1.361937	3.454810	5.399728	6.785523
8624.3342	-0.708501	1.192997	3.314595	5.330106	6.742674
8674.1646	-0.988133	1.094235	3.246221	5.286376	6.635254
8724.2830	-1.109783	1.024058	3.154140	5.150671	6.603957
8774.6910	-1.093326	0.938250	3.096821	5.146826	6.585398
8825.3902	-1.144514	0.842355	3.009165	5.043473	6.548636
8876.3823	-1.293341	0.700391	2.917867	4.893479	6.463410
8927.6691	-1.561585	0.652118	2.828743	4.767891	6.365322
8979.2522	-1.773546	0.507179	2.738782	4.600349	6.326223
9031.1334	-1.968230	0.375201	2.668785	4.496078	6.221974
9083.3143	-2.055801	0.249311	2.537145	4.404054	6.146054
9135.7967	-2.176855	0.129297	2.446917	4.333308	6.110097
9188.5823	-2.372703	-0.057046	2.334812	4.265516	5.977116
9241.6730	-2.538359	-0.139304	2.173159	4.184316	5.937588
9295.0704	-2.667335	-0.281666	2.034461	4.028737	5.823176
9348.7763	-2.814886	-0.411118	1.917472	3.899926	5.584908
9402.7925	-2.994742	-0.530289	1.772383	3.811379	5.516207
9457.1208	-3.075223	-0.664284	1.668335	3.746312	5.409002
9511.7630	-3.137207	-0.768637	1.600811	3.601675	5.367746
9566.7210	-3.256354	-0.932463	1.448357	3.477650	5.228045
9621.9964	-3.428197	-1.123133	1.376135	3.313095	5.123052
9677.5913	-3.537484	-1.220997	1.188874	3.168182	5.028399
9733.5074	-3.560558	-1.393780	1.037452	3.092840	4.878111
9789.7465	-3.719219	-1.502025	0.890059	3.059147	4.880113
9846.3106	-3.793284	-1.609626	0.853726	3.000162	4.752960
9903.2015	-3.946589	-1.748309	0.804488	2.913888	4.679626
9960.4212	-4.037780	-1.742737	0.770438	2.918856	4.621089
10017.9714	-4.171754	-1.851704	0.656173	2.916094	4.603870
10075.8541	-4.220645	-1.986535	0.614198	2.899104	4.530712
10134.0713	-4.278520	-2.082649	0.502735	2.819803	4.530434
10192.6249	-4.378618	-2.193680	0.458284	2.751233	4.431239
10251.5168	-4.411850	-2.285937	0.343799	2.681684	4.396777
10310.7489	-4.468380	-2.420336	0.294869	2.583765	4.411941
10370.3233	-4.510085	-2.513203	0.221751	2.499915	4.388481
10430.2419	-4.583076	-2.532962	0.136099	2.491479	4.290263
10490.5068	-4.572633	-2.637685	0.083487	2.404879	4.287274
10551.1198	-4.558646	-2.677272	0.019364	2.344989	4.229158
10612.0830	-4.600169	-2.747165	-0.044677	2.279323	4.161472
10673.3985	-4.702859	-2.831252	-0.126169	2.208144	4.062225
10735.0682	-4.726401	-2.859432	-0.241919	2.186575	4.013835
10797.0943	-4.732213	-2.897001	-0.363205	2.132969	3.947219
10859.4787	-4.739181	-2.940870	-0.428688	2.038226	3.920362
10922.2236	-4.683923	-2.937076	-0.541012	2.010289	3.887366
10985.3310	-4.623924	-2.902305	-0.557018	1.939279	3.817846
11048.8031	-4.608726	-2.917109	-0.586506	1.894193	3.688083
11112.6419	-4.622511	-2.938523	-0.581692	1.831683	3.691512
11176.8495	-4.484758	-2.903983	-0.606051	1.827821	3.632585
11241.4281	-4.444109	-2.897362	-0.538439	1.856031	3.610508
11306.3799	-4.438899	-2.869535	-0.562360	1.763535	3.548842
11371.7069	-4.402792	-2.876483	-0.624553	1.740744	3.524818
11437.4114	-4.392329	-2.885693	-0.673688	1.626046	3.518192
11503.4956	-4.519901	-2.870894	-0.711426	1.599041	3.574778
11569.9615	-4.506631	-2.785700	-0.712280	1.552580	3.530235
11636.8115	-4.416309	-2.801838	-0.681297	1.505186	3.597229
11704.0477	-4.355591	-2.753778	-0.599040	1.587442	3.639305
11771.6724	-4.350296	-2.764586	-0.596973	1.598334	3.673810
11839.6879	-4.400465	-2.734152	-0.539273	1.506814	3.603016
11908.0963	-4.443284	-2.719021	-0.643894	1.380806	3.645982
11976.9000	-4.484066	-2.691820	-0.604074	1.419293	3.605877
12046.1013	-4.489973	-2.643989	-0.530333	1.481926	3.785216
12115.7023	-4.509631	-2.555505	-0.480841	1.638352	3.738811
12185.7055	-4.461568	-2.483489	-0.451811	1.693064	3.616713
12256.1132	-4.414500	-2.489720	-0.494881	1.736753	3.625850
12326.9277	-4.418621	-2.497202	-0.431727	1.755116	3.622502
12398.1514	-4.500110	-2.462441	-0.370887	1.768192	3.662382
12469.7866	-4.474934	-2.338335	-0.324801	1.803642	3.622223
12541.8356	-4.441155	-2.333481	-0.310726	1.851467	3.610594
12614.3010	-4.419588	-2.282375	-0.309182	1.859820	3.646830
12687.1851	-4.434224	-2.263683	-0.252263	1.851450	3.657099
12760.4903	-4.400923	-2.220584	-0.255311	1.834258	3.623049
12834.2190	-4.330339	-2.211582	-0.278034	1.821772	3.639875
12908.3737	-4.252471	-2.193418	-0.292646	1.822472	3.585929
12982.9569	-4.289405	-2.230097	-0.275949	1.762235	3.548326
13057.9710	-4.242440	-2.172389	-0.293097	1.749602	3.595550
13133.4186	-4.228056	-2.149413	-0.288180	1.698502	3.585773
13209.3020	-4.179454	-2.064677	-0.307063	1.728410	3.556564
13285.6240	-4.136043	-2.069284	-0.337866	1.711094	3.510878
13362.3868	-4.201063	-2.041942	-0.351565	1.614444	3.385610
13439.5933	-4.246577	-2.144742	-0.425286	1.522299	3.382530
13517.2458	-4.145700	-2.172884	-0.458687	1.492485	3.357809
13595.3470	-4.079850	-2.216307	-0.428948	1.410800	3.331492
13673.8994	-4.056190	-2.199736	-0.465199	1.367413	3.202682
13752.9057	-4.012872	-2.258419	-0.434341	1.451638	3.183303
